 
Objective function 96.67175
 
/
'R1   '    96.67175
'R2   '     0.00000
'R3   '     0.00000
'R4   '    29.80119
'R5   '     0.00000
'R6   '     0.00000
'R7   '     0.00000
'R8   '    -0.11601
'R9   '   435.18719
'R10  '   -1.000E+3
'R11  '   149.14641
'R12  '   -1.559E+2
'R13  '   -1.000E+3
'R14  '   -41.21677
'R15  '   -1.000E+3
'R16  '   1.0000E+3
'R17  '   -6.542E+2
'R18  '     0.00000
'R19  '   769.49098
'R20  '   210.75400
'R21  '   962.01282
'R22  '   1.0000E+3
'R23  '     0.00000
'R24  '   -9.553E+2
'R25  '   1.0000E+3
'R26  '    37.98718
'R27  '   1.0000E+3
'R28  '     0.00000
'R29  '     0.00000
'R30  '     0.00000
'R31  '     0.00000
'R32  '   1.0000E+3
'R33  '    -6.17732
'R34  '   1.0000E+3
'R35  '   -1.000E+3
'R36  '    34.08201
'R37  '   1.0000E+3
'R38  '    -2.03011
'R39  '   169.63466
'R40  '    -8.71012
'R41  '    -3.95387
'R42  '   -1.764E+2
'R43  '   282.66765
'R44  '    -6.16766
'R45  '   -58.17483
'R46  '   -9.767E+2
'R47  '    -1.16006
'R48  '   -2.904E+2
'R49  '    -7.25038
'R50  '     0.00000
'R51  '     0.00000
'R52  '     0.00000
'R53  '     0.00000
'R54  '     0.00000
'R55  '     0.00000
'R56  '     0.00000
'R57  '     0.00000
'R58  '     0.00000
'R59  '     0.00000
'R60  '     0.00000
'R61  '     0.00000
'R62  '     0.00000
'R63  '     0.00000
'R64  '     0.00000
'R65  '     0.00000
'R66  '     0.00000
'R67  '     0.00000
'R68  '     0.00000
'R69  '     0.00000
'R70  '     0.00000
'R71  '     0.00000
'R72  '     0.00000
'R73  '     0.00000
'R74  '     0.00000
'R75  '     0.00000
'R76  '     0.00000
'R77  '     0.00000
'R78  '     0.00000
'R79  '     0.00000
'R80  '     0.00000
'R81  '     0.00000
'R82  '     0.00000
'R83  '     0.00000
'R84  '     0.00000
'R85  '     0.00000
'R86  '   -4.352E+2
'R87  '   -1.000E+3
'R88  '   1.0000E+3
'R89  '   155.91498
'R90  '   1.0000E+3
'R91  '    41.21677
'R92  '   1.0000E+3
'R93  '   -1.000E+3
'R94  '   654.20593
'R95  '     0.00000
'R96  '   -2.108E+2
'R97  '   -7.695E+2
'R98  '   -9.620E+2
'R99  '   -1.000E+3
'R100 '     0.00000
'R101 '   955.29165
'R102 '   1.0000E+3
'R103 '    37.98718
'R104 '   1.0000E+3
'R105 '     0.00000
'R106 '     0.00000
'R107 '     0.00000
'R108 '     0.00000
'R109 '   -1.000E+3
'R110 '     6.17732
'R111 '   -1.000E+3
'R112 '   1.0000E+3
'R113 '   -34.08201
'R114 '   -1.000E+3
'R115 '     2.03011
'R116 '   -1.696E+2
'R117 '     8.71012
'R118 '     3.95387
'R119 '   176.41135
'R120 '   -2.827E+2
'R121 '     6.16766
'R122 '    58.17483
'R123 '   976.68759
'R124 '     1.16006
'R125 '   290.36273
'R126 '     7.25038
'R127 '     0.00000
'R128 '   746.30587
'R129 '     0.00000
'R130 '     0.00000
'R131 '     0.00000
'R132 '     0.00000
'R133 '     0.00000
'R134 '     0.00000
'R135 '     0.00000
'R136 '     0.00000
'R137 '     0.00000
'R138 '     0.00000
'R139 '     0.00000
'R140 '     0.00000
'R141 '     0.00000
'R142 '     0.00000
'R143 '     0.00000
'R144 '   212.96186
'R145 '    74.57321
'R146 '     0.00000
'R147 '     0.00000
'R148 '     0.00000
'R149 '     0.00000
'R150 '   542.45357
'R151 '   1.0000E+3
'R152 '     0.00000
'R153 '     0.00000
'R154 '     0.00000
'R155 '     0.00000
'R156 '     0.00000
'R157 '     0.00000
'R158 '    29.86588
'R159 '     0.00000
'R160 '     0.00000
'R161 '     0.00000
'R162 '     0.00000
'R163 '     0.00000
'R164 '     0.00000
'R165 '     0.00000
'R166 '     2.03011
'R167 '     0.00000
'R168 '     0.00000
'R169 '     0.00000
'R170 '     0.06767
'R171 '     0.00000
'R172 '    -0.59936
'R173 '    -2.69714
'R174 '     0.00000
'R175 '     0.04834
'R176 '     0.00000
'R177 '     0.06767
'R178 '     0.04834
'R179 '     0.00000
'R180 '     2.03011
'R181 '     0.00000
'R182 '     0.00000
'R183 '    -2.03011
'R184 '     0.00000
'R185 '     0.00000
'R186 '     0.59936
'R187 '     2.69714
'R188 '     0.00000
'R189 '     0.00000
'R190 '     0.00000
'R191 '     0.00000
'R192 '     0.00000
'R193 '     0.00000
'R194 '     0.00000
'R195 '     0.00000
'R196 '     0.00000
'R197 '     0.00000
'R198 '     0.00000
'R199 '     0.59936
'R200 '     0.00000
'R201 '     0.00000
'R202 '     0.06767
'R203 '     0.00000
'R204 '     0.06767
'R205 '     0.00000
'R206 '     0.06767
'R207 '     0.06767
'R208 '     0.00000
'R209 '    -0.06767
'R210 '     0.00000
'R211 '     0.00000
'R212 '     0.00000
'R213 '    34.99537
'R214 '    34.99537
'R215 '     0.00000
'R216 '     1.29540
'R217 '     0.00000
'R218 '     0.00000
'R219 '     1.36307
'R220 '     0.00000
'R221 '     0.00000
'R222 '     0.00000
'R223 '     0.00000
'R224 '    -0.59936
'R225 '     0.00000
'R226 '     0.00000
'R227 '     0.00000
'R228 '   1.0000E+3
'R229 '   1.0000E+3
'R230 '     0.00000
'R231 '     0.00000
'R232 '     0.00000
'R233 '     0.00000
'R234 '    27.93331
'R235 '     0.00000
'R236 '     0.00000
'R237 '     0.00000
'R238 '     0.00000
'R239 '     0.00000
'R240 '     0.00000
'R241 '   -95.78525
'R242 '   -5.409E+2
'R243 '     0.00000
'R244 '     0.00000
'R245 '     0.00000
'R246 '     0.00000
'R247 '     0.00000
'R248 '     0.00000
'R249 '     1.33407
'R250 '   179.12241
'R251 '   213.34097
'R252 '     0.00000
'R253 '   -8.895E+2
'R254 '   -5.118E+2
'R255 '     0.00000
'R256 '     0.00000
'R257 '     0.00000
'R258 '     0.00000
'R259 '     0.00000
'R260 '     0.00000
'R261 '   -1.000E+3
'R262 '    95.78525
'R263 '     0.00000
'R264 '     0.00000
'R265 '     0.00000
'R266 '    49.93096
'R267 '   737.65222
'R268 '   737.65222
'R269 '     0.00000
'R270 '     0.00000
'R271 '     0.00000
'R272 '     0.00000
'R273 '     0.00000
'R274 '     0.00000
'R275 '     0.00000
'R276 '     0.00000
'R277 '     0.00000
'R278 '     0.00000
'R279 '     0.00000
'R280 '     0.00000
'R281 '     0.00000
'R282 '     0.00000
'R283 '     0.00000
'R284 '     0.00000
'R285 '     0.00000
'R286 '     0.00000
'R287 '     0.00000
'R288 '     0.95705
'R289 '     0.00000
'R290 '     0.00000
'R291 '     0.00000
'R292 '     0.00000
'R293 '     0.00000
'R294 '     0.00000
'R295 '     0.00000
'R296 '     0.00000
'R297 '     0.00000
'R298 '   931.83262
'R299 '   -1.000E+3
'R300 '   1.0000E+3
'R301 '     0.00000
'R302 '   -3.247E+2
'R303 '     0.00000
'R304 '   -1.000E+3
'R305 '     0.00000
'R306 '   106.67049
'R307 '   -5.118E+2
'R308 '     0.00000
'R309 '     0.00000
'R310 '     0.00000
'R311 '     0.00000
'R312 '     0.00000
'R313 '     0.00000
'R314 '     0.00000
'R315 '     0.00000
'R316 '     0.00000
'R317 '     0.00000
'R318 '     0.00000
'R319 '     0.00000
'R320 '     0.00000
'R321 '     0.00000
'R322 '     0.00000
'R323 '     0.00000
'R324 '     0.00000
'R325 '     0.00000
'R326 '     0.00000
'R327 '     0.00000
'R328 '     0.00000
'R329 '   -7.975E+2
'R330 '   717.15758
'R331 '   1.0000E+3
'R332 '     0.00000
'R333 '     0.00000
'R334 '     0.00000
'R335 '     0.00000
'R336 '     0.00000
'R337 '     0.00000
'R338 '     0.00000
'R339 '     0.00000
'R340 '     0.00000
'R341 '    27.93331
'R342 '     0.00000
'R343 '     0.00000
'R344 '     0.00000
'R345 '   173.98489
'R346 '     0.00000
'R347 '     0.00000
'R348 '     0.00000
'R349 '     0.00000
'R350 '     0.00000
'R351 '     0.00000
'R352 '     0.00000
'R353 '     0.00000
'R354 '     0.00000
'R355 '     0.00000
'R356 '   106.67049
'R357 '     0.00000
'R358 '   499.13386
'R359 '     0.00000
'R360 '     0.00000
'R361 '     0.00000
'R362 '     0.00000
'R363 '     0.00000
'R364 '     0.00000
'R365 '     0.00000
'R366 '     0.00000
